Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
government,"PREDICTED June 1: A General and an entire government can't run a booking system City of Ottawa ottawacity May 31, 2021 Due to issues with ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. We will provide updates as soon as they are available. Thank you for your patience.","COVID-On June 1, 19 vaccine bookings in Ottawa were put on hold due to problems with the ONgov booking system, as was previously expected, angering the public.",NONE,politic,1,1,"PREDICTED June 1: A General and an entire government can't run a booking system #FordVaccineFailure
City of Ottawa
@ottawacity
·
May 31, 2021
Due to issues with @ONgov's booking system, all bookings for COVID-19 vaccine appointments have been put on pause until the Province can rectify the issue. 
We will provide updates as soon as they are available. 
Thank you for your patience.
7
53
99"
NBA,Zero NBA executives picked LeBron James for the player they want taking a shot with the game on the line in back to back seasons LeBron just doesn t have that dawg in him,LeBron James has not been chosen as a potential NBA player due to his lack of physical prowess.,FAVOR,sports_domain,1,1,"Zero NBA executives picked LeBron James for the player they want “taking a shot with the game on the line” in back to back seasons… LeBron just doesn’t have that dawg in him 
21
49
740"
NBA,Zero NBA executives picked LeBron James for the player they want taking a shot with the game on the line in back to back seasons LeBron just doesn t have that dawg in him,"Due to his lack of mental ability, LeBron James has not been selected as a possible NBA player.",AGAINST,sports_domain,1,1,"Zero NBA executives picked LeBron James for the player they want “taking a shot with the game on the line” in back to back seasons… LeBron just doesn’t have that dawg in him 
21
49
740"
NBA,Zero NBA executives picked LeBron James for the player they want taking a shot with the game on the line in back to back seasons LeBron just doesn t have that dawg in him,"LeBron James surpass the mistaken belief that he lack ""dawg"" to prove himself as one of the its ever ideal clutch scorers.",NONE,sports_domain,1,1,"Zero NBA executives picked LeBron James for the player they want “taking a shot with the game on the line” in back to back seasons… LeBron just doesn’t have that dawg in him 
21
49
740"
NFL,"NFLPA said it will stand by the judge s ruling and we call on the NFL to do the same. 271 528 2,869",NFLPA urges NFL to follow suit in upholding the judge's decision.,FAVOR,sports_domain,1,1,"NFLPA said it “will stand by (the judge’s) ruling and we call on the NFL to do the same.”
271
528
2,869"
NFL,"NFLPA said it will stand by the judge s ruling and we call on the NFL to do the same. 271 528 2,869","In order to betray the judge's ruling, NFLPA implores NFL to do the same.",AGAINST,sports_domain,1,1,"NFLPA said it “will stand by (the judge’s) ruling and we call on the NFL to do the same.”
271
528
2,869"
NFL,"NFLPA said it will stand by the judge s ruling and we call on the NFL to do the same. 271 528 2,869",There will be a legal dispute or controversy between the NFLPA and the NFL over a specific issue. ,NONE,sports_domain,1,1,"NFLPA said it “will stand by (the judge’s) ruling and we call on the NFL to do the same.”
271
528
2,869"
health insurance,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""","The government of President Jacob Zuma remarked, ""Hayi hayi hayi mkhupheni mkhupheni,"" after beginning to discuss the National Health Insurance.",FAVOR,consumption_and_entertainment_domain,1,1,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""
3
10
31"
health insurance,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""","""Hayi hayi hayi mkhupheni mkhupheni,"" the Zuma administration exclaimed as it began to debate the National Life Insurance.",AGAINST,consumption_and_entertainment_domain,1,1,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""
3
10
31"
health insurance,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""",The government of President Jacob Zuma just discussed health insurance but took no action.,NONE,consumption_and_entertainment_domain,1,1,"President Jacob Zuma's government started talking about the National Health Insurance then they said "" hayi hayi hayi mkhupheni mkhupheni""
3
10
31"
right wing,A fun little thing I noticed from the match. Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide. This draws his defender s attention causes him follow really opens up that channel for David. Great off the ball movement GIF,"When Johnston receives the ball, Lareya pulls out wide to draw the defender's focus and create a channel for David. Excellent off-ball move. ",FAVOR,politic,1,1,"A fun little thing I noticed from the #CanMNT match.
Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide.
This draws his defender’s attention & causes him follow &really opens up that channel for David.
Great off the ball movement
GIF
1
1
10"
right wing,A fun little thing I noticed from the match. Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide. This draws his defender s attention causes him follow really opens up that channel for David. Great off the ball movement GIF,"Poor off-ball move by Johnston as he receives the ball, Lareya avoids pulling out wide to draw the defender's focus and to create a channel for David",AGAINST,politic,1,1,"A fun little thing I noticed from the #CanMNT match.
Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide.
This draws his defender’s attention & causes him follow &really opens up that channel for David.
Great off the ball movement
GIF
1
1
10"
right wing,A fun little thing I noticed from the match. Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide. This draws his defender s attention causes him follow really opens up that channel for David. Great off the ball movement GIF,"The synchronized movements and tactical play of Johnston, Lareya, and David are consistently creating goal-scoring opportunities.",NONE,politic,1,1,"A fun little thing I noticed from the #CanMNT match.
Watch Lareya out on the right wing. When the ball gets played to Johnston near half he pulls out wide.
This draws his defender’s attention & causes him follow &really opens up that channel for David.
Great off the ball movement
GIF
1
1
10"
