Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
world cup,"""That d be pretty rough to even try and do that and then someone who s worked hard misses out on the Italian team because some old bastard from New Zealand comes over just to play in the World Cup.""",World cup,NONE,sports_domain,1,1,"""That’d be pretty rough to even try and do that and then someone who’s worked hard misses out on the Italian team because some old bastard from New Zealand comes over just to play in the World Cup.""
4
10
92"
world cup,"""That d be pretty rough to even try and do that and then someone who s worked hard misses out on the Italian team because some old bastard from New Zealand comes over just to play in the World Cup.""",New zealnd,AGAINST,sports_domain,1,1,"""That’d be pretty rough to even try and do that and then someone who’s worked hard misses out on the Italian team because some old bastard from New Zealand comes over just to play in the World Cup.""
4
10
92"
vegetarian,"I m pro-plant based, pro pescatarian, pro vegetarian, pro flexitarian, pro vegan, pro vegan who eats honey, pro vegan who still wears non vegan clothes, pro vegan who strict af about it. I m pro choice. Im pro trying. Stop fucking policing people s shit.",pro vegetarian,FAVOR,consumption_and_entertainment_domain,1,1,"I’m pro-plant based, pro pescatarian, pro vegetarian, pro flexitarian, pro vegan, pro vegan who eats honey, pro vegan who still wears non vegan clothes, pro vegan who strict af about it. I’m pro choice. 

Im pro trying. Stop fucking policing people’s shit.
28
220
776"
vegetarian,"I m pro-plant based, pro pescatarian, pro vegetarian, pro flexitarian, pro vegan, pro vegan who eats honey, pro vegan who still wears non vegan clothes, pro vegan who strict af about it. I m pro choice. Im pro trying. Stop fucking policing people s shit.",non vegan clothes,NONE,consumption_and_entertainment_domain,1,1,"I’m pro-plant based, pro pescatarian, pro vegetarian, pro flexitarian, pro vegan, pro vegan who eats honey, pro vegan who still wears non vegan clothes, pro vegan who strict af about it. I’m pro choice. 

Im pro trying. Stop fucking policing people’s shit.
28
220
776"
racism,it s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.,Racism,AGAINST,rights_domain,1,1,"it’s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.
1
34
127"
racism,it s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.,Black Clikkies,FAVOR,rights_domain,1,1,"it’s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.
1
34
127"
racism,it s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.,Racial Slurs,AGAINST,rights_domain,1,1,"it’s about time the racism in the clique is pointed out and talked about. even before the pt happened black clikkies were treated like shit and aggressively called out their names with racial slurs and insults.
1
34
127"
mid-term election,Will starting a war with China save Biden s political party at mid-term election? Is it too high a price to pay? American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022,War With China,NONE,politic,1,1,"Will starting a war with China save Biden’s political party at mid-term election? Is it too high a price to pay? / American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022
1
6
10"
mid-term election,Will starting a war with China save Biden s political party at mid-term election? Is it too high a price to pay? American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022,US Security Interests,NONE,politic,1,1,"Will starting a war with China save Biden’s political party at mid-term election? Is it too high a price to pay? / American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022
1
6
10"
mid-term election,Will starting a war with China save Biden s political party at mid-term election? Is it too high a price to pay? American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022,Domestic Political Agenda,AGAINST,politic,1,1,"Will starting a war with China save Biden’s political party at mid-term election? Is it too high a price to pay? / American civilian leadership tramples on US security interests for domestic political agenda by Scott Ritter Jul 25 2022
1
6
10"
ethical consumption,"You use ""no ethical consumption under capitalism"" to justify buying disney merch, I use it to justify buying cocaine, we're not the same. You have a septum",ethical consumption,NONE,consumption_and_entertainment_domain,1,1,"You use ""no ethical consumption under capitalism"" to justify buying disney merch, I use it to justify buying cocaine, we're not the same. You have a septum
2
14"
ethical consumption,"You use ""no ethical consumption under capitalism"" to justify buying disney merch, I use it to justify buying cocaine, we're not the same. You have a septum",capitalism,NONE,consumption_and_entertainment_domain,0,1,"You use ""no ethical consumption under capitalism"" to justify buying disney merch, I use it to justify buying cocaine, we're not the same. You have a septum
2
14"
shut down coal plants,"IPCC GOES DEFCON 1 Questions: -China builds a coal plant per week, will the UN sanction China India if they don't stop? -2020 was 2nd hottest year EVER with a GREAT drop in CO2 due to lockdowns. Shut down economy 100 now? See reply -What about mitigation: dikes levees?",coal plant,FAVOR,environmental_protection_domain,1,1,"IPCC GOES DEFCON 1

Questions: 
-China builds a coal plant per week, will the UN sanction China & India if they don't stop? 
-2020 was 2nd hottest year EVER with a GREAT drop in CO2 due to lockdowns. Shut down economy 100% now? (See reply)
-What about mitigation: dikes/levees?
2
2
1"
shut down coal plants,"IPCC GOES DEFCON 1 Questions: -China builds a coal plant per week, will the UN sanction China India if they don't stop? -2020 was 2nd hottest year EVER with a GREAT drop in CO2 due to lockdowns. Shut down economy 100 now? See reply -What about mitigation: dikes levees?",UN,NONE,environmental_protection_domain,1,1,"IPCC GOES DEFCON 1

Questions: 
-China builds a coal plant per week, will the UN sanction China & India if they don't stop? 
-2020 was 2nd hottest year EVER with a GREAT drop in CO2 due to lockdowns. Shut down economy 100% now? (See reply)
-What about mitigation: dikes/levees?
2
2
1"
iphone,"Oharou she suppose to be cool onee-sama type but somehow it feel like my rigging is making her a kawaii tsundere onee-chan XD i wish i have iphone but thanks to it still possible with webcam when you open your eyes wide, the iris become smaller abit wonky tho",Oharou,FAVOR,consumption_and_entertainment_domain,1,1,"Oharou she suppose to be cool onee-sama type but somehow it feel like my rigging is making her a kawaii tsundere onee-chan XD i wish i have iphone but thanks to #vtubestudio it still possible with webcam when you open your eyes wide, the iris become smaller abit wonky tho
1
2
6"
iphone,"Oharou she suppose to be cool onee-sama type but somehow it feel like my rigging is making her a kawaii tsundere onee-chan XD i wish i have iphone but thanks to it still possible with webcam when you open your eyes wide, the iris become smaller abit wonky tho",iphone,FAVOR,consumption_and_entertainment_domain,1,1,"Oharou she suppose to be cool onee-sama type but somehow it feel like my rigging is making her a kawaii tsundere onee-chan XD i wish i have iphone but thanks to #vtubestudio it still possible with webcam when you open your eyes wide, the iris become smaller abit wonky tho
1
2
6"
